Temperature,Pressure,Humidity,Material,Frequency,Damping
29.081533824661637,102416.2282786477,3.389081110037584,Titanium,28.86730639755707,0.008229496374031791
24.534610394049018,90072.48621358469,33.33886484565687,Titanium,29.07266418781459,0.009882612347041223
25.856353273047972,107855.89554212807,33.9886490907173,Titanium,28.927309456877204,0.011573160508500638
34.60377037026262,105642.59523673431,23.702055975966353,Titanium,30.159117313035356,0.01104090388656362
22.80137459103495,98530.02697306393,1.320931544275905,Titanium,28.7529357672858,0.009251228497604133
18.85455643459239,101373.80372922866,31.131188190374626,Titanium,28.678244002700264,0.012970553032021308
25.119755712244253,109608.62645612804,17.188033550639403,Titanium,29.08734833594349,0.010888719026607388
31.126485291971846,95747.46025342279,9.935976596621089,Titanium,30.18966635400967,0.009258004463121168
22.544927021552482,102794.79198573639,14.161460506282564,Titanium,29.376248788691637,0.008625855107678684
17.02192857771535,90409.49032423687,10.50798751738572,Titanium,28.90040562103679,0.010192449563110703
23.74618748147288,104597.56253705677,50.01309960232344,Titanium,28.553404805243936,0.013025619062040665
26.31462372152174,103772.50811707159,46.99565181370369,Titanium,28.872907665135116,0.013385559123552096
23.63640793670399,103849.70807144044,9.76571083295954,Titanium,28.559524665322833,0.009212225289281074
20.019523275397148,91392.57685279829,43.101744555435275,Titanium,28.92451138869207,0.013349537770548921
25.994168005642706,97041.98884316077,5.139311785726708,Titanium,28.862398466134803,0.008522985331209544
25.47361906441945,98419.45789272345,0.7613301021219598,Titanium,28.95427316323105,0.00773814801311937
22.980033055850726,95450.00861842981,2.223933902632913,Titanium,29.578965490389912,0.008124408918110946
26.208290977546866,98847.13496807285,17.43361166204882,Titanium,28.87267615295501,0.008823824700449666
19.52342247260278,99025.79874867902,41.42457046783691,Titanium,28.678333676527522,0.01304271872170279
27.976130940080616,104496.92307267443,16.49840353759312,Titanium,29.39562097800702,0.012190960160707962
36.95862103528915,103486.82033915665,33.83738859963906,Titanium,30.576503407899434,0.010363574382077637
29.476386415915844,102816.64244456822,27.901371614807424,Titanium,30.05695177108895,0.010184335676626874
31.145875912258145,105502.37665697119,9.221470145405043,Titanium,30.28424886289135,0.009460614030761108
33.99767515430859,111069.72600534839,41.0789472721665,Titanium,30.315639635959148,0.01303792175658328
21.993507561118072,100483.97629696976,4.750770331848242,Titanium,28.567093083144552,0.00916985493878074
30.442126089040848,95032.73969993314,45.28489943471795,Titanium,29.376963617881625,0.013322937669417988
24.23723360210338,105585.97329020176,49.38406274519438,Titanium,28.518080651217236,0.012940269824295164
25.135611641498475,97328.67093472062,27.465472974298244,Titanium,29.707040914483095,0.011278146892439665
18.26485830850085,103486.4787765997,22.680017661794682,Titanium,29.114806499285702,0.010169695935041302
25.902735432499068,100606.27789483509,26.365194705300844,Titanium,29.1047708681329,0.009796227025558369
24.484827371490386,93981.7766233196,35.04461083184164,Titanium,29.991605474485567,0.012361340161216686
29.59948531521515,105859.3399564706,37.05922970561152,Titanium,29.37394205066588,0.013179753044553936
27.520686397011293,94908.79832187135,31.780666277671177,Titanium,29.870638635713714,0.011075905053101435
22.316790741473678,112341.85524236989,47.01298010156197,Titanium,28.909336504737777,0.013227364819947967
20.268809507915314,91667.79872522107,20.643902717622776,Titanium,29.114233817544804,0.011230977914168702
23.890291183732668,105020.68733731894,22.252093913300307,Titanium,28.71996513833676,0.010406963309812368
27.642503518973772,99313.33643444955,5.320992227533649,Titanium,29.18789687215347,0.009553202511486673
26.97468709979847,103732.27851306678,16.111956738975262,Titanium,30.068771172750964,0.01167962876873233
35.540429813196084,99965.31336836488,26.15732775033307,Titanium,30.529524971775523,0.010558039647030419
36.91750874225277,105618.0279298808,9.32346389365425,Titanium,29.655131466188855,0.008916271531281914
27.24750645006072,102872.92174369308,44.29003969457862,Titanium,29.915248040392164,0.013321411949305592
29.605931521382644,96810.05145734157,2.806304976527352,Titanium,29.550172717010355,0.007575317836543792
34.886656437290156,96501.73081207402,20.13566510129412,Titanium,30.112516165552343,0.010253031364604679
23.180054020167372,104102.07214015916,33.11899166545129,Titanium,29.727581009852646,0.011106737290400476
24.716655866016332,105893.61508813074,50.185206136433095,Titanium,28.706776054049055,0.013383416216273567
18.421800697666278,97774.19023790609,53.41900928026533,Titanium,29.289493936141977,0.012800121214091952
22.94912693454026,100092.90139297824,24.27345360982206,Titanium,28.623794029777855,0.00918258035398947
18.106355663817535,98538.92095717073,36.26091911178929,Titanium,29.533216602958877,0.012396352588091861
22.85809116740409,104278.29610680998,14.948745740544823,Titanium,29.656992271032625,0.009089541529092625
23.446280634581328,98710.9062031569,26.528436888313266,Titanium,29.07762821124868,0.010551951981618894
